Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,USA
pure-lace-gee,Pure Lace Gee,Color,Black,Size,Large,,,P133-BK-L,0
pure-lace-gee,Pure Lace Gee,Color,Black,Size,Medium,,,P133-BK-M,0
pure-lace-gee,Pure Lace Gee,Color,Black,Size,Small,,,P133-BK-S,0
pure-lace-gee,Pure Lace Gee,Color,White,Size,2XL,,,P133-WT-2X,0
pure-lace-gee,Pure Lace Gee,Color,White,Size,Extra Large,,,P133-WT-XL,0
pure-lace-gee,Pure Lace Gee,Color,White,Size,Large,,,P133-WT-L,0
pure-lace-gee,Pure Lace Gee,Color,White,Size,Medium,,,P133-WT-M,0
pure-lace-gee,Pure Lace Gee,Color,White,Size,Small,,,P133-WT-S,0
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,2XL,Color,Neon Yellow,,,P133F-NY-2X,7
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,Extra Large,Color,Neon Yellow,,,P133F-NY-XL,0
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,Large,Color,Neon Yellow,,,P133F-NY-L,0
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,Medium,Color,Neon Yellow,,,P133F-NY-M,0
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,Small,Color,Neon Yellow,,,P133F-NY-S,0
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,2XL,Color,Cerise,,,P133F-CE-2X,1
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,Extra Large,Color,Cerise,,,P133F-CE-XL,0
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,Large,Color,Cerise,,,P133F-CE-L,0
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,Medium,Color,Cerise,,,P133F-CE-M,0
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,Small,Color,Cerise,,,P133F-CE-S,4
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,2XL,Color,Black,,,P133F-BK-2X,0
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,Extra Large,Color,Black,,,P133F-BK-XL,0
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,Large,Color,Black,,,P133F-BK-L,0
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,Medium,Color,Black,,,P133F-BK-M,0
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,Small,Color,Black,,,P133F-BK-S,0
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,2XL,Color,Ivory,,,P133F-IV-2X,0
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,Extra Large,Color,Ivory,,,P133F-IV-XL,0
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,Large,Color,Ivory,,,P133F-IV-L,0
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,Medium,Color,Ivory,,,P133F-IV-M,0
soft-and-sexy-lace-tanga,Soft and Sexy Lace Tanga,Size,Small,Color,Ivory,,,P133F-IV-S,0
pleather-freedom-thong,Pleather Freedom Thong - S,Size,Small,Color,Black,,,P133T-BK-S,0
pleather-freedom-thong,Pleather Freedom Thong - S,Size,Small,Color,Red,,,P133T-RD-S,0
the-snakeskin-short,The Snakeskin Short,Size,Small,Color,Black,,,P204-BK-S,0
soft-gossamer-brief,Soft Gossamer Brief,Size,2X Large,Color,Royal Blue,,,P206-RO-2X,0
soft-gossamer-brief,Soft Gossamer Brief,Size,Extra Large,Color,Royal Blue,,,P206-RO-XL,0
soft-gossamer-brief,Soft Gossamer Brief,Size,Large,Color,Royal Blue,,,P206-RO-L,0
soft-gossamer-brief,Soft Gossamer Brief,Size,Medium,Color,Royal Blue,,,P206-RO-M,0
soft-gossamer-brief,Soft Gossamer Brief,Size,Small,Color,Royal Blue,,,P206-RO-S,0
soft-gossamer-brief,Soft Gossamer Brief,Size,2X Large,Color,Pink,,,P206-PK-2X,0
soft-gossamer-brief,Soft Gossamer Brief,Size,Extra Large,Color,Pink,,,P206-PK-XL,0
soft-gossamer-brief,Soft Gossamer Brief,Size,Large,Color,Pink,,,P206-PK-L,0
soft-gossamer-brief,Soft Gossamer Brief,Size,Medium,Color,Pink,,,P206-PK-M,0
soft-gossamer-brief,Soft Gossamer Brief,Size,Small,Color,Pink,,,P206-PK-S,0
the-strapping-silk-brief,The Strapping Silk Brief - Small only,Size,Small,Color,Lime,,,P290-LI-S,0
the-space-grunge-mesh-thong,The Space Grunge Mesh Thong,Size,2X Large,Color,Psychedelic,,,P327-PY-2X,0
the-space-grunge-mesh-thong,The Space Grunge Mesh Thong,Size,Extra Large,Color,Psychedelic,,,P327-PY-XL,0
the-space-grunge-mesh-thong,The Space Grunge Mesh Thong,Size,Large,Color,Psychedelic,,,P327-PY-L,0
the-space-grunge-mesh-thong,The Space Grunge Mesh Thong,Size,Medium,Color,Psychedelic,,,P327-PY-M,2
the-space-grunge-mesh-thong,The Space Grunge Mesh Thong,Size,Small,Color,Psychedelic,,,P327-PY-S,0
the-space-grunge-mesh-brief,The Space Grunge Mesh Brief,Size,2X Large,Color,Psychedelic,,,P328-PY-2X,0
the-space-grunge-mesh-brief,The Space Grunge Mesh Brief,Size,Extra Large,Color,Psychedelic,,,P328-PY-XL,0
the-space-grunge-mesh-brief,The Space Grunge Mesh Brief,Size,Large,Color,Psychedelic,,,P328-PY-L,0
the-space-grunge-mesh-brief,The Space Grunge Mesh Brief,Size,Medium,Color,Psychedelic,,,P328-PY-M,0
the-space-grunge-mesh-brief,The Space Grunge Mesh Brief,Size,Small,Color,Psychedelic,,,P328-PY-S,0
mens-microfiber-thong,Invisible Strut Thong,Size,XL,Color,Pink Passionfruit,,,P421-PP-XL,0
mens-microfiber-thong,Invisible Strut Thong,Size,L,Color,Pink Passionfruit,,,P421-PP-L,0
mens-microfiber-thong,Invisible Strut Thong,Size,M,Color,Pink Passionfruit,,,P421-PP-M,0
mens-microfiber-thong,Invisible Strut Thong,Size,S,Color,Pink Passionfruit,,,P421-PP-S,0
mens-microfiber-thong,Invisible Strut Thong,Size,2XL,Color,Turquoise,,,P421-TQ-2X,3
mens-microfiber-thong,Invisible Strut Thong,Size,XL,Color,Turquoise,,,P421-TQ-XL,8
mens-microfiber-thong,Invisible Strut Thong,Size,L,Color,Turquoise,,,P421-TQ-L,0
mens-microfiber-thong,Invisible Strut Thong,Size,M,Color,Turquoise,,,P421-TQ-M,0
mens-microfiber-thong,Invisible Strut Thong,Size,S,Color,Turquoise,,,P421-TQ-S,0
mens-microfiber-thong,Invisible Strut Thong,Size,2XL,Color,Black,,,P421-BK-2X,0
mens-microfiber-thong,Invisible Strut Thong,Size,XL,Color,Black,,,P421-BK-XL,5
mens-microfiber-thong,Invisible Strut Thong,Size,L,Color,Black,,,P421-BK-L,0
mens-microfiber-thong,Invisible Strut Thong,Size,M,Color,Black,,,P421-BK-M,0
mens-microfiber-thong,Invisible Strut Thong,Size,S,Color,Black,,,P421-BK-S,0
mens-microfiber-thong,Invisible Strut Thong,Size,2XL,Color,White,,,P421-WT-2X,10
mens-microfiber-thong,Invisible Strut Thong,Size,XL,Color,White,,,P421-WT-XL,0
mens-microfiber-thong,Invisible Strut Thong,Size,L,Color,White,,,P421-WT-L,0
mens-microfiber-thong,Invisible Strut Thong,Size,M,Color,White,,,P421-WT-M,0
mens-microfiber-thong,Invisible Strut Thong,Size,S,Color,White,,,P421-WT-S,0
invisible-shaper-brief,Invisible Shaper Brief,Size,2XL,Color,Black,,,P422-BK-2X,11
invisible-shaper-brief,Invisible Shaper Brief,Size,XL,Color,Black,,,P422-BK-XL,0
invisible-shaper-brief,Invisible Shaper Brief,Size,L,Color,Black,,,P422-BK-L,0
invisible-shaper-brief,Invisible Shaper Brief,Size,M,Color,Black,,,P422-BK-M,0
invisible-shaper-brief,Invisible Shaper Brief,Size,S,Color,Black,,,P422-BK-S,0
dramatic-plaid-boxer,Dramatic Plaid Boxer,Size,Small,Color,Pink Plaid,,,P522-PB-S,6
dramatic-plaid-boxer,Dramatic Plaid Boxer,Size,2X Large,Color,Blue Plaid,,,P522-BI-2X,1
dramatic-plaid-boxer,Dramatic Plaid Boxer,Size,Small,Color,Blue Plaid,,,P522-BI-S,2
well-endowed-thong,Well-Endowed Thong,Size,2XL,Color,Turquoise,,,PX421-TQ-2X,10
well-endowed-thong,Well-Endowed Thong,Size,XL,Color,Turquoise,,,PX421-TQ-XL,0
well-endowed-thong,Well-Endowed Thong,Size,L,Color,Turquoise,,,PX421-TQ-L,0
well-endowed-thong,Well-Endowed Thong,Size,M,Color,Turquoise,,,PX421-TQ-M,0
well-endowed-thong,Well-Endowed Thong,Size,S,Color,Turquoise,,,PX421-TQ-S,0
well-endowed-thong,Well-Endowed Thong,Size,2XL,Color,Cerise,,,PX421-CE-2X,1
well-endowed-thong,Well-Endowed Thong,Size,XL,Color,Cerise,,,PX421-CE-XL,0
well-endowed-thong,Well-Endowed Thong,Size,L,Color,Cerise,,,PX421-CE-L,0
well-endowed-thong,Well-Endowed Thong,Size,M,Color,Cerise,,,PX421-CE-M,0
well-endowed-thong,Well-Endowed Thong,Size,S,Color,Cerise,,,PX421-CE-S,0
well-endowed-thong,Well-Endowed Thong,Size,2XL,Color,Black,,,PX421-BK-2X,11
well-endowed-thong,Well-Endowed Thong,Size,XL,Color,Black,,,PX421-BK-XL,2
well-endowed-thong,Well-Endowed Thong,Size,L,Color,Black,,,PX421-BK-L,0
well-endowed-thong,Well-Endowed Thong,Size,M,Color,Black,,,PX421-BK-M,0
well-endowed-thong,Well-Endowed Thong,Size,S,Color,Black,,,PX421-BK-S,0
well-endowed-thong,Well-Endowed Thong,Size,2XL,Color,White,,,PX421-WT-2X,5
well-endowed-thong,Well-Endowed Thong,Size,XL,Color,White,,,PX421-WT-XL,0
well-endowed-thong,Well-Endowed Thong,Size,L,Color,White,,,PX421-WT-L,0
well-endowed-thong,Well-Endowed Thong,Size,M,Color,White,,,PX421-WT-M,0
well-endowed-thong,Well-Endowed Thong,Size,S,Color,White,,,PX421-WT-S,0
silver-tiger-booty-shorts,Silver Tiger Booty Shorts,Size,Large,Color,Tigerstripe,,,Q012-TG-L,0
silver-tiger-booty-shorts,Silver Tiger Booty Shorts,Size,Medium,Color,Tigerstripe,,,Q012-TG-M,0
cinco-gee-string,Cinco String,Size,2XL,Color,Black,,,Q022-BK-2X,0
cinco-gee-string,Cinco String,Size,XL,Color,Black,,,Q022-BK-XL,0
cinco-gee-string,Cinco String,Size,L,Color,Black,,,Q022-BK-L,10
cinco-gee-string,Cinco String,Size,M,Color,Black,,,Q022-BK-M,3
cinco-gee-string,Cinco String,Size,S,Color,Black,,,Q022-BK-S,0
cinco-gee-string,Cinco String,Size,2XL,Color,White,,,Q022-WT-2X,0
cinco-gee-string,Cinco String,Size,XL,Color,White,,,Q022-WT-XL,0
cinco-gee-string,Cinco String,Size,L,Color,White,,,Q022-WT-L,11
cinco-gee-string,Cinco String,Size,M,Color,White,,,Q022-WT-M,3
cinco-gee-string,Cinco String,Size,S,Color,White,,,Q022-WT-S,0
color-block-panty,Color Block Panty - 2XL only,Size,2XL,Color,Mint,,,Q030-MT-2X,0
nightshade-lace-panty,Nightshade Lace Panty,Size,Medium,Color,Teal/Black,,,Q034-T6-M,0
nightshade-lace-panty,Nightshade Lace Panty,Size,Small,Color,Teal/Black,,,Q034-T6-S,0
soft-all-in-one-bodysuit,Soft All-In-One,Color,Orange,Size,2XL,,,Q038-OR-2X,0
soft-all-in-one-bodysuit,Soft All-In-One,Color,Orange,Size,XL,,,Q038-OR-XL,5
soft-all-in-one-bodysuit,Soft All-In-One,Color,Orange,Size,L,,,Q038-OR-L,13
soft-all-in-one-bodysuit,Soft All-In-One,Color,Orange,Size,M,,,Q038-OR-M,15
the-barcelona-short,The Barcelona Short -  2XL only!,Size,2X Large,Color,White,,,Q051-WT-2X,8
havana-swim-brief,Havana Swim Brief- 2XL only!,Size,2X Large,Color,Black,,,Q052-BK-2X,7
havana-swim-brief,Havana Swim Brief- 2XL only!,Size,2X Large,Color,Blue,,,Q052-BL-2X,6
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,2XL,Color,Turquoise,,,Q106-TQ-2X,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Extra Large,Color,Turquoise,,,Q106-TQ-XL,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Large,Color,Turquoise,,,Q106-TQ-L,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Medium,Color,Turquoise,,,Q106-TQ-M,5
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Small,Color,Turquoise,,,Q106-TQ-S,12
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,2XL,Color,Orange,,,Q106-OR-2X,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Extra Large,Color,Orange,,,Q106-OR-XL,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Large,Color,Orange,,,Q106-OR-L,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Medium,Color,Orange,,,Q106-OR-M,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Small,Color,Orange,,,Q106-OR-S,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,2XL,Color,Mint,,,Q106-MT-2X,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Extra Large,Color,Mint,,,Q106-MT-XL,1
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Large,Color,Mint,,,Q106-MT-L,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Medium,Color,Mint,,,Q106-MT-M,1
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Small,Color,Mint,,,Q106-MT-S,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,2XL,Color,Cerise,,,Q106-CE-2X,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Extra Large,Color,Cerise,,,Q106-CE-XL,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Large,Color,Cerise,,,Q106-CE-L,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Medium,Color,Cerise,,,Q106-CE-M,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Small,Color,Cerise,,,Q106-CE-S,3
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,2XL,Color,Yellow,,,Q106-YL-2X,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Extra Large,Color,Yellow,,,Q106-YL-XL,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Large,Color,Yellow,,,Q106-YL-L,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Medium,Color,Yellow,,,Q106-YL-M,0
italian-transparent-tactel-tanga,Italian Transparent Tactel Tanga,Size,Small,Color,Yellow,,,Q106-YL-S,1
the-bodycon-jock,The BodyCon Jock,Size,2X Large,Color,Periwinkle,,,Q276-PW-2X,0
the-bodycon-jock,The BodyCon Jock,Size,Extra Large,Color,Periwinkle,,,Q276-PW-XL,0
the-bodycon-jock,The BodyCon Jock,Size,Large,Color,Periwinkle,,,Q276-PW-L,0
the-bodycon-jock,The BodyCon Jock,Size,Medium,Color,Periwinkle,,,Q276-PW-M,0
the-bodycon-jock,The BodyCon Jock,Size,Small,Color,Periwinkle,,,Q276-PW-S,0
the-bodycon-jock,The BodyCon Jock,Size,2X Large,Color,Nude,,,Q276-ND-2X,0
the-bodycon-jock,The BodyCon Jock,Size,Extra Large,Color,Nude,,,Q276-ND-XL,0
the-bodycon-jock,The BodyCon Jock,Size,Large,Color,Nude,,,Q276-ND-L,13
the-bodycon-jock,The BodyCon Jock,Size,Medium,Color,Nude,,,Q276-ND-M,0
the-bodycon-jock,The BodyCon Jock,Size,Small,Color,Nude,,,Q276-ND-S,0
the-bodycon-jock,The BodyCon Jock,Size,2X Large,Color,Black,,,Q276-BK-2X,0
the-bodycon-jock,The BodyCon Jock,Size,Extra Large,Color,Black,,,Q276-BK-XL,0
the-bodycon-jock,The BodyCon Jock,Size,Large,Color,Black,,,Q276-BK-L,0
the-bodycon-jock,The BodyCon Jock,Size,Medium,Color,Black,,,Q276-BK-M,0
the-bodycon-jock,The BodyCon Jock,Size,Small,Color,Black,,,Q276-BK-S,0
the-bodycon-jock,The BodyCon Jock,Size,2X Large,Color,White,,,Q276-WT-2X,0
the-bodycon-jock,The BodyCon Jock,Size,Extra Large,Color,White,,,Q276-WT-XL,0
the-bodycon-jock,The BodyCon Jock,Size,Large,Color,White,,,Q276-WT-L,0
the-bodycon-jock,The BodyCon Jock,Size,Medium,Color,White,,,Q276-WT-M,0
the-bodycon-jock,The BodyCon Jock,Size,Small,Color,White,,,Q276-WT-S,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,2X Large,Color,Coral,,,Q277-CO-2X,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Extra Large,Color,Coral,,,Q277-CO-XL,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Large,Color,Coral,,,Q277-CO-L,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Medium,Color,Coral,,,Q277-CO-M,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Small,Color,Coral,,,Q277-CO-S,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,2X Large,Color,Nude,,,Q277-ND-2X,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Extra Large,Color,Nude,,,Q277-ND-XL,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Large,Color,Nude,,,Q277-ND-L,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Medium,Color,Nude,,,Q277-ND-M,1
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Small,Color,Nude,,,Q277-ND-S,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,2X Large,Color,Black,,,Q277-BK-2X,6
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Extra Large,Color,Black,,,Q277-BK-XL,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Large,Color,Black,,,Q277-BK-L,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Medium,Color,Black,,,Q277-BK-M,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Small,Color,Black,,,Q277-BK-S,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,2X Large,Color,Blue,,,Q277-BL-2X,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Extra Large,Color,Blue,,,Q277-BL-XL,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Large,Color,Blue,,,Q277-BL-L,1
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Medium,Color,Blue,,,Q277-BL-M,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Small,Color,Blue,,,Q277-BL-S,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,2X Large,Color,White,,,Q277-WT-2X,4
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Extra Large,Color,White,,,Q277-WT-XL,1
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Large,Color,White,,,Q277-WT-L,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Medium,Color,White,,,Q277-WT-M,0
the-bodycon-jock-brief,The BodyCon Jock Brief,Size,Small,Color,White,,,Q277-WT-S,6
the-bodycon-brief,The BodyCon Brief,Color,Nude,Size,2XL,,,Q279-ND-2X,0
the-bodycon-brief,The BodyCon Brief,Color,Nude,Size,XL,,,Q279-ND-XL,0
the-bodycon-brief,The BodyCon Brief,Color,Nude,Size,L,,,Q279-ND-L,0
the-bodycon-brief,The BodyCon Brief,Color,Nude,Size,M,,,Q279-ND-M,3
the-bodycon-brief,The BodyCon Brief,Color,Nude,Size,S,,,Q279-ND-S,0
the-bodycon-brief,The BodyCon Brief,Color,Black,Size,2XL,,,Q279-BK-2X,0
the-bodycon-brief,The BodyCon Brief,Color,Black,Size,XL,,,Q279-BK-XL,6
the-bodycon-brief,The BodyCon Brief,Color,Black,Size,L,,,Q279-BK-L,0
the-bodycon-brief,The BodyCon Brief,Color,Black,Size,M,,,Q279-BK-M,8
the-bodycon-brief,The BodyCon Brief,Color,Black,Size,S,,,Q279-BK-S,21
the-bodycon-brief,The BodyCon Brief,Color,Blue,Size,2XL,,,Q279-BL-2X,0
the-bodycon-brief,The BodyCon Brief,Color,Blue,Size,XL,,,Q279-BL-XL,0
the-bodycon-brief,The BodyCon Brief,Color,Blue,Size,L,,,Q279-BL-L,0
the-bodycon-brief,The BodyCon Brief,Color,Blue,Size,M,,,Q279-BL-M,0
the-bodycon-brief,The BodyCon Brief,Color,Blue,Size,S,,,Q279-BL-S,0
showstopper-bodysuit,Showstopper Bodysuit,Color,Neon Orange,Size,2XL,,,Q280-NO-2X,3
showstopper-bodysuit,Showstopper Bodysuit,Color,Neon Orange,Size,XL,,,Q280-NO-XL,5
showstopper-bodysuit,Showstopper Bodysuit,Color,Neon Orange,Size,S,,,Q280-NO-S,1
stunning-sun-brief,Stunning Sun Brief,Size,Large,Color,Neon Yellow,,,Q281-NY-L,0
stunning-sun-brief,Stunning Sun Brief,Size,Medium,Color,Neon Yellow,,,Q281-NY-M,0
stunning-sun-brief,Stunning Sun Brief,Size,Small,Color,Neon Yellow,,,Q281-NY-S,2
stunning-sun-brief,Stunning Sun Brief,Size,Large,Color,Neon Pink,,,Q281-NP-L,0
stunning-sun-brief,Stunning Sun Brief,Size,Medium,Color,Neon Pink,,,Q281-NP-M,0
stunning-sun-brief,Stunning Sun Brief,Size,Small,Color,Neon Pink,,,Q281-NP-S,6
stunning-sun-brief,Stunning Sun Brief,Size,Large,Color,Neon Orange,,,Q281-NO-L,0
stunning-sun-brief,Stunning Sun Brief,Size,Medium,Color,Neon Orange,,,Q281-NO-M,0
stunning-sun-brief,Stunning Sun Brief,Size,Small,Color,Neon Orange,,,Q281-NO-S,9
neon-soft-leggings,Neon Soft Leggings,Size,XL,Color,Neon Pink,,,Q285-NP-XL,0
mesh-tanga,Mesh Tanga - 2Xl,Size,2X Large,Color,Black,,,Q319-BK-2X,4
mesh-tanga,Mesh Tanga - 2Xl,Size,2X Large,Color,Red,,,Q319-RD-2X,6
mesh-tanga,Mesh Tanga - 2Xl,Size,2X Large,Color,Blue,,,Q319-BL-2X,4
mesh-tanga,Mesh Tanga - 2Xl,Size,2X Large,Color,White,,,Q319-WT-2X,6
soft-rayon-tank-1,Soft Rayon Tank,Color,Black,Size,2XL,,,R144-BK-2X,0
soft-rayon-tank-1,Soft Rayon Tank,Color,Black,Size,Extra Large,,,R144-BK-XL,0
soft-rayon-tank-1,Soft Rayon Tank,Color,Black,Size,Large,,,R144-BK-L,0
soft-rayon-tank-1,Soft Rayon Tank,Color,Black,Size,Medium,,,R144-BK-M,0
soft-rayon-tank-1,Soft Rayon Tank,Color,Black,Size,Small,,,R144-BK-S,0
soft-rayon-tank-1,Soft Rayon Tank,Color,Grey,Size,2XL,,,R144-GY-2X,0
soft-rayon-tank-1,Soft Rayon Tank,Color,Grey,Size,Extra Large,,,R144-GY-XL,0
soft-rayon-tank-1,Soft Rayon Tank,Color,Grey,Size,Large,,,R144-GY-L,0
soft-rayon-tank-1,Soft Rayon Tank,Color,Grey,Size,Medium,,,R144-GY-M,0
soft-rayon-tank-1,Soft Rayon Tank,Color,Grey,Size,Small,,,R144-GY-S,6
soft-rayon-tank-1,Soft Rayon Tank,Color,Blue,Size,2XL,,,R144-BL-2X,0
soft-rayon-tank-1,Soft Rayon Tank,Color,Blue,Size,Extra Large,,,R144-BL-XL,0
soft-rayon-tank-1,Soft Rayon Tank,Color,Blue,Size,Large,,,R144-BL-L,0
soft-rayon-tank-1,Soft Rayon Tank,Color,Blue,Size,Medium,,,R144-BL-M,0
soft-rayon-tank-1,Soft Rayon Tank,Color,Blue,Size,Small,,,R144-BL-S,0
soft-rayon-tank-1,Soft Rayon Tank,Color,White,Size,2XL,,,R144-WT-2X,0
soft-rayon-tank-1,Soft Rayon Tank,Color,White,Size,Extra Large,,,R144-WT-XL,0
soft-rayon-tank-1,Soft Rayon Tank,Color,White,Size,Large,,,R144-WT-L,0
soft-rayon-tank-1,Soft Rayon Tank,Color,White,Size,Medium,,,R144-WT-M,0
soft-rayon-tank-1,Soft Rayon Tank,Color,White,Size,Small,,,R144-WT-S,5
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Heather Grey,Size,2XL,,,R150-HE-2X,7
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Heather Grey,Size,XL,,,R150-HE-XL,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Heather Grey,Size,L,,,R150-HE-L,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Heather Grey,Size,M,,,R150-HE-M,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Heather Grey,Size,S,,,R150-HE-S,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Hot Pink,Size,2XL,,,R150-HP-2X,5
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Hot Pink,Size,XL,,,R150-HP-XL,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Hot Pink,Size,L,,,R150-HP-L,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Hot Pink,Size,M,,,R150-HP-M,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Hot Pink,Size,S,,,R150-HP-S,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Black,Size,2XL,,,R150-BK-2X,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Black,Size,XL,,,R150-BK-XL,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Black,Size,L,,,R150-BK-L,2
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Black,Size,M,,,R150-BK-M,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Black,Size,S,,,R150-BK-S,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Blue,Size,2XL,,,R150-BL-2X,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Blue,Size,XL,,,R150-BL-XL,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Blue,Size,L,,,R150-BL-L,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Blue,Size,M,,,R150-BL-M,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Blue,Size,S,,,R150-BL-S,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,White,Size,2XL,,,R150-WT-2X,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,White,Size,XL,,,R150-WT-XL,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,White,Size,L,,,R150-WT-L,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,White,Size,M,,,R150-WT-M,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,White,Size,S,,,R150-WT-S,0
soft-tangle-free-sleep-shorts,Soft Tangle-Free Sleep Shorts,Size,2XL,Color,Fuchsia,,,R245-FU-2X,0
